# Consolidated religion localisation from Aguila o Sol and Sob o Anil
# Generated for the merged religion definitions; source spellings and descriptions are preserved.

AA;A'a;;;;;;;;;;;;;x
ABU_MURRAH;Abu Murrah;;;;;;;;;;;;;x
ADONAI;Adonai;Adonaï;Adonai;;Adonai;;;;;;;;;x
midewiwin_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs.\n;;;;;;;;;;;;;x
midewiwin_reformed;Midewiwin;;;;;;;;;;;;;x
midewiwin_reformed_DESC;Midewiwin, or the "Spiritual Mystery", is the traditional religion of many Native American groups in the Great Lakes area and beyond. Followers of Midewiwin believe that the Event, or the "seventh fire", marked the start of a new era for Native Americans across North America, a time for reclamation of both land and spirituality. The center of Midewiwin practice is the "medicine lodge", where specially-initiated priests conduct rites of ceremony and passage for their people. The reformed Midewiwin faith has a new religious hierarchy and a codified holy text.;;;;;;;;;;;;;x
MINISTER;Minister;;;;;;;;;;;;;x
misrist;Misrist;;;;;;;;;;;;;x # needs to be like this for dynamic text to work correctly
misrist_DESC;Although Misrism descends from the same noble society as Orientalism, Misrists reject the mainstream Orientalist understanding of Islam. Instead, they believe that the 'Great Calamity' fell on the Americas because mankind deviated from the true Islamic message, which 'Amun-Allah' gave to the people of Earth through a series of Moorish prophets. Misrists believe that rulers can be revered after death, and they often take traditional Egyptian names.;;;;;;;;;;;;;x
MISS_BABYLON;Miss Babylon;;;;;;;;;;;;;x
MOLOCH;Moloch;;;;;;;;;;;;;x
monetarist;Monetarist;;;;;;;;;;;;;x
monetarist_DESC;Monetarists differ from Consumerists in that they believe that overzealous "shopping" actually weakens the Almighty Dollar, and that one should instead seek to "save" its power by collecting holy artifacts such as dollar bills and bonds. This position is condemned by mainstream Consumerists.;;;;;;;;;;;;;x
montane;Montane;;;;;;;;;;;;;x
montane_DESC;Long after the Sundering, the Mountain Fathers descended from the Rocky Mountains and preached their wisdom to the masses. Their origins were obscure, but their message was clear: the heavens were divine and the closer one was to them, the more holy. They preached of a loving God whose form encompasses the entire Earth, most importantly the sky. Since the Mountain Fathers? descent, non-monks have adopted the faith as their own though it retains a strong monastic tradition in its homeland. This homeland is protected zealously, as the Depths would like nothing more than to sever their connection to heaven. montanes revere Jesus as the son of God and see his ascent into heaven as vindication of their message.;;;;;;;;;;;;;x,,,,,,
moravian;Moravian;;;;;;;;;;;;x
moravian_DESC;Moravianism is one of the oldest branches of Protestant Christianity, and followers of the Church are noted for their intense dedication to missionary work. Following the Event, traditional Moravianism was subsumed beneath the newly-formed Cult of the Falling Star, although pockets of "old believers" still persist throughout the Americas.;;;;;;;;;;;;x
mormon;Mormon;;;;;;;;;;;;;x
mormon_DESC;With roots in Ancient America's frontier, Mormonism has a solid hold on many parts of the Old West. Although based on Christian foundations, the Church of Latter-Day Saints has many additional books and highly divergent theology, which have caused it to be treated differently from mainstream Protestantism. With the chaos of the apocalypse, these attitudes were exacerbated, and Mormonism is now treated as a wholly distinct entity from the Catholicism of New Rome and the Protestantism of the East.;;;;;;;;;;;;;x
mormon_FEATURES;§Y*§! The President of the Quorum of the Twelve is elected using the same mechanics as the Pope.;;;;;;;;;;;;;x
MOUNTAINMAN;Mountainman;;;;;;;;;;;;;x
muslim;Muslim;musulman;Muslimisch;;Musulmán;;;;;;;;;x
nautical;Nautical;;;;;;;;;;;;;x
navegante;Navegante;;;;;;;;;;;;;x
navegante_DESC;Along the sun-kissed coasts of Mexico, the Navegants revere the Sea as a sacred realm where Yahve, the Living Water, bestows blessings upon the brave and patient. They view the ocean as a convergence of the divine and mortal realms, symbolizing the mysteries of existence and the wisdom attained through humble reverence. Baptism, the sacred act of immersion in the sea's embrace, represents a transformative rebirth, cleansing the past and facilitating spiritual growth. Driven by unwavering faith, the Navegants perceive themselves as guides for lost souls at sea. Non-believers are seen as adrift, disconnected from divine truth. Through daring raids, the Navegants, faithful fishermen, capture these wayward souls, compelling them to experience the profound sacrament of Baptism. With compassion and determination, they lead these souls back to the shores of spiritual enlightenment, where they can find solace, eternal blessings, and discover the truth embodied in Icthys and the Living Water.;;;;;;;;;;;;;x
navegante_FEATURES;§Y*§!Navegantes are allowed to forcefully baptize prisoners.\n§Y*§!Navegantes may sacrifice animals to Ichtys.;;;;;;;;;;;;;x
nazarene;Nazarene;;;;;;;;;;;;;x
nazarene_DESC;In the face of the conquests of Elton the Lawgiver, the Churches of the Nazarenes put aside the ancient doctrinal divides for the sake of their own survival. Adherents to this creed practice their own traditional forms of Christianity unmolested by their peers, and take part in the labyrinthine codes and civil systems of Californian society. The de facto spiritual leader of the Nazarenes is the Abbot of Saint Herman's Monastery, who both settles disputes between the Christian branches and protects the holy places of the pilgrims and the libraries of the archivists.;;;;;;;;;;;;;x
nazarene_FEATURES;Nazarene rulers may gain sympathy with Cetic by decision.;;;;;;;;;;;;;x
neognostic;Neo-Gnostic;;;;;;;;;;;;;x
neognostic_DESC;Neo-Gnosticism (re)emerged as a syncretic faith combining teachings coming from the Pacific faiths of the West and the Christian East. Neo-Gnostics have amalgamated the belief in the Christian God, who they call "The One" with the rejection of materialism often found in Pacific schools of thought. They believe that Salvation can be found in worship of Christ and that they can find Enlightenment through his teachings. Gnostics see material posessions and desires as secondary to Oneness with God. They reject the material world (matter, flesh) as being the work of Satan and seek to embrace the 'Gnosis' of God (knowledge, enlightenment, salvation).;;;;;;;;;;;;;x
neognostic_FEATURES;§Y*§! May have ambitions to remove vices. \n§Y*§! Homosexual Neognostic rulers are allowed to marry other homosexual characters.;;;;;;;;;;;;;x
neogodbeite;Neo-Godbeite;;;;;;;;;;;;;x
neogodbeite_DESC;Neo-Godbeites are a relatively new movement in the Latter-Day Saints community. Originating after the Event, members of these groups drew on influences from both Pacific philosophy and heterodox pre-Event Mormon groups to inform their religious practices. Neo-Godbeites believe that women are capable of leading communities despite lacking access to the priesthood, and often emphasize the mystical and spiritual aspects of faith. They also reject the theodemocratic system, adhering instead to more secular forms of government.;;;;;;;;;;;;;x
neogodbeite_FEATURES;§Y*§! May have ambitions to remove vices. \n§Y*§! Neo-Godbeite priests are educated in the mystic arts.;;;;;;;;;;;;;x
neomayan;Neomayan;;;;;;;;;;;;;x
neomayan_DESC;Neomayanism is a mixture of both traditional Maya beliefs and obscure Old World spirituality. Neomayans believe that originality, creativity, and inspiration, collectively "Consciousness," are functions of time ? and that Consciousness cycles in intensity, based on intervals of the Dreamspell calendar and astrological cycles. Centuries ago, an enormous cycle of the Dreamspell calendar reached its maximum point, bringing about the downfall of the corrupt Old World order and ushering in a new age of creativity and inspiration. However, this new Age of Aquarius is tormented by many negative energies, remnants of the negative forces that dominated the old Age of Pisces. These creatures are lead by Pisces, the Dying God, which represents the aspects of Hunab Ku which are negative and were abandoned when the last cycle began. Only utter devotion to Hunab Ku, in his current aspect as Aquarius, can allow one to fully protect themselves from these dangers.;;;;;;;;;;;;;x
neomayan_FEATURES;§Y*§! Women are capable of fighting as warriors. \n§Y*§! Are adherents of the ancient practice of Astrology. \n§Y*§! Homosexual Neomayan rulers are allowed to marry other homosexual characters.\n§Y*§! Neomayans may sacrifice animals to Hunab Ku.;;;;;;;;;;;;;x
nestorian;Nestorian;nestorienne;Nestorianisch;;Nestoriano;;;;;;;;;x
nestorian_DESC;Nestorians are an ancient branch of Christianity deemed heretical for their belief in the dual nature (human and divine) of Christ. The Nestorian position was historically adopted by the Church of the East, offshoots of which have periodically drifted into and out of communion with the Pope. Some of these offshoots relocated to the United States during the 20th century, and fell out of communion with the St. Louis Papacy after the Event, instead turning to the Patriarch of the East to lead their faith. Because of this, Nestorians are now considered by most to be a Catholic heresy.;;;;;;;;;;;;x
NIDHOG;Nidhog;;;;;;;;;;;;;x
nonconformist;Nonconformist;;;;;;;;;;;;x
nonconformist_DESC;The term "nonconformist" is used by antediluvian Anglicans to refer to all Low Church Canadians who, for one reason or another, reject the authority of the Anglican Church. Many different Protestant groups have been persecuted using this label over the centuries, and present-day Noncomformists are primarily known for their acceptance of homosexuality and opposition to the idea of religious hierarchy in general.;;;;;;;;;;;;x
nonconformist_FEATURES;§Y*§! Homosexual Nonconformist rulers may marry other homosexual characters.;;;;;;;;;;;;;x
norse_pagan;Norse;;;;;;;;;;;;;x
norse_pagan_DESC;The Norse believe that the time of the Old Gods has come again. Most of humanity perished in the darkness of Ragnarok, along with the false gods of ancient America and many of the Aesir, including The Allfather and Kritos. Kritos sacrificed himself to protect the last of humanity, but in a miracle of miracles he rose from the dead, ending Ragnarok. Kritos now leads the surviving gods in the post-Ragnarok age. However, the dead gods are not truly gone ? their restless spirits sometimes return to roam the earth alongside man. The followers of the Thunderer will be protected from the dead gods, just as they were protected during Ragnarok...;;;;;;;;;;;;;x
norse_pagan_FEATURES;§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
norse_pagan_reformed;Norse;;;;;;;;;;;;;x
norse_pagan_reformed_DESC;The Norse believe that the time of the Old Gods has come again. Most of humanity perished in the darkness of Ragnarok, along with the false gods of ancient America and many of the Aesir, including The Allfather and Kritos. Kritos sacrificed himself to protect the last of humanity, but in a miracle of miracles he rose from the dead, ending Ragnarok. Kritos now leads the surviving gods in the post-Ragnarok age. However, the dead gods are not truly gone ? their restless spirits roam the earth to roam the earth alongside man. The followers of the Thunderer will be protected from the dead gods, just as they were protected during Ragnarok. The Norse have structured their faith, allowing them full access to mainstream succession laws, as well as the option to wage grand holy wars.;;;;;;;;;;;;;x
nousthreskeia;Nousthreskeia;;;;;;;;;;;;x
nousthreskeia_DESC;The central tenet of Nousthreskeia is the concept of the "Noosphere", an invisible field that surrounds the Earth and is affected by the collective thoughts and feelings of humanity. Followers of Nousthreskeia believe that the Noosphere is capable of altering both the collective human consciousness and physical reality itself, and that the Event was the result of artificial interference with the Noosphere. This interference damaged the Noosphere, knocking the physical world and the consciousness of humanity back to a more primitive state. Nousthrestkeists believe that humanity will not recover from the Event until this damage to the Noosphere has been healed and that a "Wish Granter" exists somewhere in the world that can accomplish this goal almost instantaneously if used properly.;;;;;;;;;;;;x
occultist;Occultist;;;;;;;;;;;;;x
occultist_DESC;Occultist followers believe that the universe is a vast mystery, with the dark corners of reality holding innumerable secrets and dangers. The fragments of ancient lore that survived the Fall have formed the core of a new polytheistic faith quite at odds with most others.;;;;;;;;;;;;;x
occultist_reformed;Occultist;;;;;;;;;;;;;x
occultist_reformed_DESC;Occultist followers believe that the universe is a vast mystery, with the dark corners of reality holding innumerable secrets and dangers. The fragments of ancient lore that survived the Fall have formed the core of a new polytheistic faith quite at odds with most others. The reformed Occultist church has a new hierarchy and more standardized set of texts.;;;;;;;;;;;;;x
ODU_IFA;Odu Ifa;;;;;;;;;;;;;x
oldworld;Old World Cultist;;;;;;;;;;;;;x
orientalist;Orientalist;;;;;;;;;;;;;x
orientalist_DESC;Centuries of isolation and outside influence have set the Orientalist faith on a path of its own. Orientalists try to incorporate ancient rites of noble orders and legends from the old world into their religious practices, which many non-Orientalists decry as "distortions" in the faith. The Orientalist religious hierarchy answers to a high priest known as the Grand Sultan.;;;;;;;;;;;;;x
orientalist_FEATURES;§Y*§! Orientalist rulers may gain access to the Mystic trait by decision.\n;;;;;;;;;;;;;x
orthodox_amero;Kanéist Átk'aheen;;;;;;;;;;;;;x
orthodox_amero_DESC;The religion of the Tlingit is said to have been brought to them long before the Event by bearded strangers from across the sea. Although Kanéist Átk'aheen has Christian origins, it has incorporated native Tlingit practices and idiosyncratic beliefs to a degree that most Christians would deem heretical. Despite all this, however, the "Cross Faith" has managed to survive the rise of the Haida in the Northwest, and has even managed to attract many non-Tlingit followers.;;;;;;;;;;;;;x
OUTER_INVASION;Outer Invasion;;;;;;;;;;;;;x
pacific;Pacific;;;;;;;;;;;;;x
PADRE;Padre;;;;;;;;;;;;;x
pagan;Pagan;païenne;Heidnisch;;Pagano;;;;;;;;;x
pagan_DESC;Since the dawn of history, both North and South America have been home to countless Pagan religions and cults unrelated to the Abrahamic faiths.;Depuis l'aube de l'Histoire, tant l'Europe que le Moyen-orient on été le foyer d'innombrables religions païennes et cultes détachés des fois abrahamiques.;Seit dem Beginn der Geschichte waren sowohl Europa als auch der Nahe Osten Heimat unzähliger heidnischer Religionen und Kulte, die nicht zum abrahamitischen Glauben zählten.;;Desde el comienzo de los tiempos, tanto Europa como Oriente Medio han sido el hogar de incontables religiones paganas y de cultos no relacionados con las religiones abrahámicas.;;;;;;;;;x
pagan_FEATURES;§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
pagan_group;Pagan;païen;Heidnisch;;Paganos;;;;;;;;;x
PALEOTHIST;Paleothist;;;;;;;;;;;;;x,,,,,,
PASTOR;Pastor;;;;;;;;;;;;;x
PATAKI;Versos de Patakí;;;;;;;;;;;;;x
patria_grande;Patria Grande;;;;;;;;;;;;;x
patria_grande_DESC;The term Patria Grande, or Great Fatherland, is to its followers both a political ideal and a divine mandate. The adherents of the faith worship the heroes of the past who liberated and ruled the original Patria Grande, bringing what they consider a golden age. As a result the faithful aspire to see the legendary homeland unified once more. Their pantheon is made up of "próceres", deities originated from the syncretism between the founders of Gran Colombia and several Catholic saints.;;;;;;;;;;;;;x
patria_grande_FEATURES;§Y*§! Patria Grande rulers can choose from one of three patron próceres, which impacts their options for succession.;;;;;;;;;;;;;x
PATRIOTISM;Patriotism;;;;;;;;;;;;;x
pelagic;Pelagic;;;;;;;;;;;;;x
pelagic_DESC;Followers of the Pelagic faith roam the seven seas, much like their Brethren cousins. However, that is where their similarities end. Rather than live through piracy and murder, Pelagics instead draw on the natural gifts of the sea. In particular, Pelagics regard whales as the most powerful of all seaborne beings, capable of both giving and taking life at a moment's notice. Pelagics work to gain the favor of the sea goddess, Sedna, creator of the sea and mother of all its creatures, so that she may give them her gifts via her first and greatest child ? the whale.;;;;;;;;;;;;;x
penitente;Penitente;;;;;;;;;;;;;x
penitente_DESC;Penitentes — Penitents — are so called because they believe that after the Event, the world was given a second chance at redemption — which must be atoned for with sorrowful and extenuant rituals that were once reserved for the holiest of weeks — as now every week must be Holy. The Penance that must be performed can be as little as praying, face to the floor, to being honored pallbearers of enormous images from the Passion of Christ. These traditions make them a disciplined people, capable of doing anything for their brothers in sacrifice.;;;;;;;;;;;;;x
PEPE_BOTELLA;Pepe Botella;;;;;;;;;;;;;x
peyotist;Peyotist;;;;;;;;;;;;;x
peyotist_DESC;Peyotism is a syncretic religion that combines Christian monotheism and morals with indigenous spirituality and practices. Peyotists believe that a single divine being known as the Great Spirit personally guides the fates of everything and everyone in Creation. Peyotists believe that one can directly communicate with and receive blessings from the Great Spirit through the use of peyote, or "the holy sacrament", during special ceremonies held at specific times.;;;;;;;;;;;;;x
peyotist_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs.\n§Y*§! Peyotists can select from one of four spiritual paths through life.;;;;;;;;;;;;;x
phantasmic;Phantasmic;;;;;;;;;;;;;x
phantasmic_DESC;Phantasmic is a faith based upon a reverence for America and its foremost prophet, Walt. Through his parables and remarkable magical projections, Walt preached individualism, decency, love for the fellow man, and a respect for family and nation. Walt eventually ascended to godhood himself but not before leaving behind the Park, heaven on earth, for his followers to care for. Since then, the Phantasmics have acted as the stewards for Walt's legacy in the form of the Park, and they strive to keep his vision of America alive.;;;;;;;;;;;;;x
postadventist;Postadventist;;;;;;;;;;;;;x
postadventist_DESC;The Postadventists emerged very early after the Event, believing it was the start of the Biblical Apocalypse. It was a compelling view that attracted thousands, but as time wore on, theologians and adherents alike wondered at the continued existence of the world. The consensus they reached -- after much infighting that culminated in the creation of a formal leadership -- was that the end of the world was postponed so that the Postadventists could create the Milennial Kingdom on Earth to usher in the rest of the apocalypse. Seeing the current state of the world as a recursive return to Biblical times, Postadventists do not consider anyone else to be Christian -- though the rest of the world acknowledges them as a distant relative of the Evangelicals. As such, the Postadventists wage holy wars on Catholics, Protestants, and pagans alike.;;;;;;;;;x
PREACHER;Preacher;;;;;;;;;;;;;x
PRIEST;priest;prêtre;Priester;;sacerdote;;;;;;;;;x
PRIEST_LOREKEEPER;Lorekeeper;;;;;;;;;;;;;x
PRIEST_MEDIUM;Medium;;;;;;;;;;;;;x
primevalist;Primevalist;;;;;;;;;;;;;x,,,,,,
primevalist_DESC;Primevalists were among the first to uncover the old dig sites of ancient dinosaurs and view them as divine, claiming that the titanic Saurians were demigods who lived in the holy land of Pangaea before being wiped out by Chicxulub the Demon Meteor. To survive the harsh world after The Event, and to keep in competition with neighbors, mankind must emulate the Saurians and claim the world through Survival of the Fittest.;;;;;;;;;;;;;x,,,
primevalist_reformed;Primevalist;;;;;;;;;;;;;x,,,,,,
primevalist_reformed_DESC;Primevalists were among the first to uncover the old dig sites of ancient dinosaurs and view them as divine, claiming that the titanic Saurians were demigods who lived in the holy land of Pangaea before being wiped out by Chicxulub the Demon Meteor. To survive the harsh world after The Event, and to keep in competition with neighbors, mankind must emulate the Saurians and claim the world through Survival of the Fittest.;;;;;;;;;;;;;x,,,
PROPHET_AKHNATEN;Akhnaten;;;;;;;;;;;;;x
PROPHET_ALADDIN;Aladdin;;;;;;;;;;;;;x
PROPHET_ALI_BABA;Ali Baba;;;;;;;;;;;;;x
PROPHET_ALKHADER;Alkhader;;;;;;;;;;;;;x
PROPHET_GARVEY;Garvey;;;;;;;;;;;;;x
PROPHET_MOSCHIACH;Moshiach;;;;;;;;;;;;;x
purificador;Purificador;;;;;;;;;;;;;x
purificador_DESC;Purificadores — Purifiers — are a loosely organized christian doctrine that traces its origins to fervent missionary efforts from distant lands, established not long before the Event. They believe that their faith's arrival to Central America was the first seal of the Apocalypse being broken. Such is their eschatological ferver that they identify even their fellow Christians as the prophesied "Whore of Babylon". Driven by fundamentalist interpretations of the Bible, they reject all other faiths as idolatrous and satanic, and they are willing to make them see their error, by force if needed — For whoever is for the LORD, must come to him or perish.;;;;;;;;;;;;;x
PURITY;Purity;;;;;;;;;;;;;x
qabantajik;Qab'antajik;;;;;;;;;;;;;x
qabantajik_DESC;The Qab'antajik faith blends aspects of both Christianity and the traditional Mayan faith. Qab'antajik believe that the Event was the end of the 5th world cycle, which was caused by both a lack of sacrifices and the conversion of Mayan believers to monotheism. Gods in the Qab'antajik pantheon are referred to as 'angels', but most of these 'angels' are simply pre-Christian Maya deities under a different name.;;;;;;;;;;;;;x
qabantajik_FEATURES;§Y*§! Rulers may choose to conduct a bloodletting ritual to honor the gods.\n§Y*§! Qab'antajik rulers may sacrifice animals to Hunab Ku.;;;;;;;;;;;;;x
qingzhen;Qingzhen;;;;;;;;;;;;;x
qingzhen_DESC;The Qingzhenren, literally meaning 'Pure True People', have existed since pre-event times. When Zakariyya I briefly conquered San Fransisco, some within the Chino community in the city adopted his philosophy, leading to a reawakening of Qingzhen thought. They have historically been heavily repressed by the rulers in San Fransisco, though they found some reprieve under the Yudkow dynasty. The Qingzhen view themselves as following the "four dao" — the four ways — which were taught by the sages Kong Fuzi (Confucius), Laozi, Buddha and Muzheng (Muhammad). Some non-Islamic theological influence comes from these teachings, such as an emphasis on respecting Heaven's Mandate, as ordered by Allah, as well as reverence of saintly figures, which lead to others claiming that they are idolatrous in nature. One standout belief is that polygamy, while permitted, is dissuaded. They are cosmopolitan like the mainstream Imamites.;;;;;;;;;;;;;x
qingzhen_FEATURES;§Y*§! Qingzhen rulers may choose from one of three different schools of religious thought. \n§Y*§! Qingzhen rulers may reflect on ancient writings to gain insight into human nature and the world around them.\n;;;;;;;;;;;;;x
RABBI;rabbi;rabbin;Rabbiner;;rabino;;;;;;;;;x
RANDALL_FLAGG;Flagg;;;;;;;;;;;;;x
rastafarian;Rastafari;;;;;;;;;;;;;x
rastafarian_DESC;Rastafari is a religion originating in Jamaica, inspired by both the Christian Bible and the teachings of Marcus Garvey. They believe that a pre-Event emperor from "Zion" known as Ras Tafari was the representative of Jah, or God, on Earth, and that "the Event" was the result of Jah overthrowing the wicked forces of "Babylon", allowing the world to start anew. The Rasta faith is divided into several groups, or "mansions", and the two largest Rasta Mansions in the post-apocalyptic world are Bobo Ashanti and the Twelve Tribes of Israel.;;;;;;;;;;;;;x
rastafarian_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs.\n§Y*§! May join Bobo Ashanti or the Twelve Tribes of Israel via a targeted decision.;;;;;;;;;;;;;x
raven_tales;Xhúuyee K'iigaang;;;;;;;;;;;;;x
raven_tales_DESC;Followers of Xhúuyee K'iigaang revere supernatural beings described in their sacred tales, Raven (Xhúuyee) foremost among them. In some tales Raven is playful and benevolent, while in others he is greedy, treacherous, and wanton. He is sometimes loved and sometimes feared. Raven indirectly made the world by stealing and transforming that which came before, and preserved the Haida though the Dark Times with cleverness and trickery. Other Xhúuyee K'iigaang gods include Ta'xet and Tia, who rule respectively over violent and peaceful death.;;;;;;;;;;;;;x
raven_tales_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs.;;;;;;;;;;;;;x
raven_tales_reformed;Xhúuyee K'iigaang;;;;;;;;;;;;;x
raven_tales_reformed_DESC;Followers of Xhúuyee K'iigaang revere supernatural beings described in their sacred tales, Raven (Xhúuyee) foremost among them. In some tales Raven is playful and benevolent, while in others he is greedy, treacherous, and wanton. He is sometimes loved and sometimes feared. Raven indirectly made the world by stealing and transforming that which came before, and preserved the Haida though the Dark Times with cleverness and trickery. Other Xhúuyee K'iigaang gods include Ta'xet and Tia, who rule respectively over violent and peaceful death. The reformed Xhúuyee K'iigaang faith has a new religious hierarchy and a codified holy text.;;;;;;;;;;;;;x
reform;Reform;;;;;;;;;;;;;x
reform_DESC;Reform Judaism first emerged before the Event, and its ideals have managed to persist among Jewish communities throughout the centuries. Reform Jews regard Halakha (Jewish religious law) as non-binding, permit women to be ordained as rabbis, and do not believe in the imminent arrival of a Messiah. Reform Jews instead maintain that individual Jews should work towards restoring the pre-Event world through good works and philanthropy. This principle is known as "Tikkun Olam" ? literally, "repair of the world".;;;;;;;;;;;;;x
reform_FEATURES;§Y*§! Jewish counties are hard to convert. \n§Y*§! Absolute Cognatic succession is allowed for all Reform rulers. \n§Y*§! Homosexual Reform rulers are allowed to marry other homosexual characters.;;;;;;;;;;;;;x
reformista;Reformista;;;;;;;;;;;;;x
reformista_DESC;The Reformista faith has its origins in the idea that belief should not be controlled by a strict Church. Beneméritos of old have tried to bring these ideals to fruition, the latest being Benemérito José Elías, who liberalized the structure of belief, opening up the Church to popular devotions without restriction. To the Reformistas, the fate of people's souls is far too important to be decided by distant priests and bishops who know not the needs of their flock. Hence, the Reformistas emphasize the crucial role of a Church protector who shields the people from being subjugated to the yoke of the hierarchical order. This protector, driven by a profound sense of responsibility, strives to create an environment that respects and acknowledges the diverse beliefs held by the faithful. By doing so, they safeguard the individuals from undue oppression and foster an atmosphere of inclusivity. By God and Liberty, the Benemérito is the one who must lead - as only through respecting the various beliefs of others, can there be peace.;;;;;;;;;;;;;x
REFRI;Refri;;;;;;;;;;;;;x
renaissancist;Renaissancist;;;;;;;;;;;;;x
renaissancist_DESC;Renaissancist is a faith that branched off of Phantasmic, claiming the eponymous Eisner as their prophet rather than Walt. The Renaissancists claim that Eisner brought about a Golden Age to America superior to even Waltâ€™s efforts. Eisnerâ€™s parables are actually accepted generally by mainstream Phantasmics, but the primary difference between the two besides their choice of prophet is their method of expansion. Renaissancists prefer aggressive expansion and acquisition.versus the proselytization and preservation advocated by Phantasmics.;;;;;;;;;;;;;x
revelationist;Revelationist;;;;;;;;;;;;;x
revelationist_DESC;Revelationism's origins are ultimately Christian in nature. The trauma of the apocalypse and centuries of isolation and turmoil have lead to great distortions in the faith, emphasizing the supernatural and miraculous while forgetting the Holy Trinity altogether, replacing it with a vast and sometimes inconsistent pantheon of gods. One of the most prominent Revelationist deities is the "Serpentine God", who often manifests his will using living snakes. This fascination with snakes has caused most mainline Christians to view Revelationism with deep suspicion at best and ouright hostility at worst.;;;;;;;;;;;;;x
revelationist_FEATURES;§Y*§! Upon reaching adulthood, Revelationist characters may test their faith by handling a live snake.;;;;;;;;;;;;;x
revelationist_reformed;Revelationist;;;;;;;;;;;;;x
revelationist_reformed_DESC;A syncretic belief system, Revelationism's origins are Christian in nature. The trauma of the apocalypse and centuries of isolation and turmoil have lead to great distortions in the faith, emphasizing the supernatural and miraculous while often forgetting the Holy Trinity altogether. They have now (re)structured their faith, allowing them full access to mainstream succession laws, as well as the option to wage grand holy wars.;;;;;;;;;;;;;x
revelationist_reformed_FEATURES;§Y*§! Upon reaching adulthood, Revelationist characters may test their faith by handling a live snake.\n;;;;;;;;;;;;;x
revivalist;Revivalist;;;;;;;;;;;;;x
revivalist_DESC;Whilst much of the Ummah saw the Event as a test by God, the Revivalist sect saw it in a very different light. The Event was no test — it was a reckoning, a punishment from God for the sins of society. Ostracized from the Traditionalist community, the Revivalists believed the only way to "revive" society and lift God's punishment was to cleanse sin and heresy from this world.;;;;;;;;;;;;;x
ROADMAN;Roadman;;;;;;;;;;;;;x
rust_cultist;Rust Cultist;;;;;;;;;;;;;x
rust_cultist_DESC;When the first of the Rust Cult stumbled upon an abandoned factory of the old world, what he saw seemed to be the handiwork of the gods. The cult quickly spread through the former Rust Belt, worshiping these houses of the divine and the technological marvels wrought within, which they are willing to defend with their lives. Rust Cultists dedicate much of their time to recovering and revering any old world technology they can find. Due to their age however, opportunities to find operational relics are few and far between.;;;;;;;;;;;;;x
rust_cultist_FEATURES;§Y*§! Rust Cultists may undertake journeys to seek & salvage old world technology. \n;;;;;;;;;;;;;x
sacred_heart;Sagrado Corazón;;;;;;;;;;;;;x
sacred_heart_DESC;The followers of Sagrado Corazón ? the Sacred Heart ? follow both the Holy Trinity and a pantheon of quasi-deities derived from Catholic traditions, who are ultimately subservient to God but powerful in their own right. Although the faith has Catholic origins and its followers regard themselves as Christian, it has deviated far from the old theology, and the Catholic Church north of the Rio Grande regards Sagrado Corazón as heretical.;;;;;;;;;;;;;x
sacred_heart_FEATURES;§Y*§! Adherents can become followers of one of three specific saint-patrons.\n§Y*§! May experience visions of the Blessed Virgin called Marian Apparitions.\n§Y*§! Followers of Our Lady of Guadalupe are more likely to experience Marian Apparitions.\n§Y*§! Followers of El Santo Fidencio engage in masked, ritualized combat.\n§Y*§! Followers of Santa Muerte perform funeral rites and exact revenge, and can homosexually marry other adherents of Santa Muerte.;;;;;;;;;;;;;x
santeria;Santería;;;;;;;;;;;;;x
santeria_DESC;Santería, translating roughly to "devotion to the saints", is an Afro-Cuban religion that can be traced back to the Yoruba people of West Africa. Believers worship three aspects of one god: Olodumaré the Creator, Olorun, who manifests as the Sun, and Olofi, who directly communicates with the Orichás ? or "Saints" ? and grants them spiritual energy to act as intermediaries between man and God, as well as to help mankind live moral, harmonious lives.;;;;;;;;;;;;;x
santeria_FEATURES;§Y*§! May go on vision quests with the aid of sacramental herbs. \n§Y*§! Homosexual Santería rulers are allowed to marry other homosexual characters.\n§Y*§! Santeria rulers may sacrifice animals to the Orichas.;;;;;;;;;;;;;x
SATAN;Satan;;;;;;;;;;;;;x
SCOUTS_GUIDE;The Scout's Guide;;;;;;;;;;;;;x
sedevacantist;Diocesan;;;;;;;;;;;;;x
