duchy_piriamano;Gobierno;;;;;;;;;;;;;x
king_piriamano;Procér;;;;;;;;;;;;;x
king_female_piriamano;Procér;;;;;;;;;;;;;x
kingdom_of_piriamano;Patria of;;;;;;;;;;;;;x
kingdom_piriamano;Patria;;;;;;;;;;;;;x
emperor_piriamano;Libertador;;;;;;;;;;;;;x
emperor_female_piriamano;Libertadora;;;;;;;;;;;;;x
empire_of_piriamano;Patria Grande of;;;;;;;;;;;;;x
empire_piriamano;Patria Grande;;;;;;;;;;;;;x
### Farroupilha ###
baron_farrapo;Patrão;;;;;;;;;;;;;x
baron_female_farrapo;Patroa;;;;;;;;;;;;;x
barony_of_farrapo;Rincão of;;;;;;;;;;;;;x
barony_farrapo;Rincão;;;;;;;;;;;;;x
count_farrapo;Capitão;;;;;;;;;;;;;x
count_female_farrapo;Capitã;;;;;;;;;;;;;x
county_of_farrapo;Pago of;;;;;;;;;;;;;x
county_farrapo;Pago;;;;;;;;;;;;;x
duke_farrapo;Paisano;;;;;;;;;;;;;x
duke_female_farrapo;Paisana;;;;;;;;;;;;;x
duchy_of_farrapo;Querência of;;;;;;;;;;;;;x
duchy_farrapo;Querência;;;;;;;;;;;;;x
king_farrapo;Caudilho;;;;;;;;;;;;;x
king_female_farrapo;Caudilha;;;;;;;;;;;;;x
kingdom_of_farrapo;Estância of;;;;;;;;;;;;;x
kingdom_farrapo;Estância;;;;;;;;;;;;;x
emperor_farrapo;Grão-Caudilho;;;;;;;;;;;;;x
emperor_female_farrapo;Grã-Caudilha;;;;;;;;;;;;;x
empire_of_farrapo;Continente of;;;;;;;;;;;;;x
empire_farrapo;Continente;;;;;;;;;;;;;x
job_spiritual_farrapo;Court Trovador;;;;;;;;;;;;;x
temple_baron_farrapo;Pajador;;;;;;;;;;;;;x
temple_baron_female_farrapo;Pajadora;;;;;;;;;;;;;x
temple_count_farrapo;Milongueiro;;;;;;;;;;;;;x
temple_count_female_farrapo;Milongueira;;;;;;;;;;;;;x
temple_duke_farrapo;Grão-Milongueiro;;;;;;;;;;;;;x
temple_duke_female_farrapo;Grã-Milongueira;;;;;;;;;;;;;x
### Gauchos should also get it ###
baron_gaucho_rg;Patrão;;;;;;;;;;;;;x
baron_female_gaucho_rg;Patroa;;;;;;;;;;;;;x
barony_of_gaucho_rg;Rincão of;;;;;;;;;;;;;x
barony_gaucho_rg;Rincão;;;;;;;;;;;;;x
count_gaucho_rg;Capitão;;;;;;;;;;;;;x
count_female_gaucho_rg;Capitã;;;;;;;;;;;;;x
county_of_gaucho_rg;Pago of;;;;;;;;;;;;;x
county_gaucho_rg;Pago;;;;;;;;;;;;;x
duke_gaucho_rg;Paisano;;;;;;;;;;;;;x
duke_female_gaucho_rg;Paisana;;;;;;;;;;;;;x
duchy_of_gaucho_rg;Querência of;;;;;;;;;;;;;x
duchy_gaucho_rg;Querência;;;;;;;;;;;;;x
king_gaucho_rg;Caudilho;;;;;;;;;;;;;x
king_female_gaucho_rg;Caudilha;;;;;;;;;;;;;x
kingdom_of_gaucho_rg;Estância of;;;;;;;;;;;;;x
kingdom_gaucho_rg;Estância;;;;;;;;;;;;;x
emperor_gaucho_rg;Grão-Caudilho;;;;;;;;;;;;;x
emperor_female_gaucho_rg;Grã-Caudilha;;;;;;;;;;;;;x
empire_of_gaucho_rg;Continente of;;;;;;;;;;;;;x
empire_gaucho_rg;Continente;;;;;;;;;;;;;x
